name,amount,date,production_company,channel,format,genre,fund_name
Enzso,"$230,000",Oct 1995,MAXWELL PRODUCTIONS,1 x 120 mins,Arts/Culture,TV Production,TV Production
Lotto Twilight Opera,"$18,685",Oct 1995,AVALON STUDIOS,TV One,1 x 60 mins,Arts/Culture,TV Production
Mobil Song Quest 96,"$80,000",Oct 1995,C4 Productions,TV One,1 x 60 mins,Arts/Culture,TV Production
Showcase 96,"$1,500,000",Oct 1995,Television New Zealand,13 x 60 mins,Arts/Culture,TV Production,TV Production
Correspondence School Breakup 1995,"$40,187",Oct 1995,AVALON STUDIOS,1 x 60 mins,Children,TV Production,TV Production
G/real Kiwi Kids Christmas,"$100,000",Oct 1995,Television New Zealand,1 x 60 mins,Children,TV Production,TV Production
G/real Special - Astronauts,"$100,000",Oct 1995,Television New Zealand,1 x 60 mins,Children,TV Production,TV Production
Get Real,"$2,127,515",Oct 1995,Television New Zealand,130 x 30 mins,Children,TV Production,TV Production
Ice TV 96,"$1,005,006",Oct 1995,TVWorks,TV3,36 x 60 mins,Children,TV Production
Mai Time 1996,"$879,676",Oct 1995,Television New Zealand,TV 2,44 x 60 mins,Children,TV Production
Smokefree Stage Challenge 1996,"$195,673",Oct 1995,Television New Zealand,TV 2,1 x 60 mins,Children,TV Production
Squirt 1996,"$900,000",Oct 1995,Taylormade Media,TV3,30 x 30 mins,Children,TV Production
What Now 1996,"$1,760,807",Oct 1995,TVNZ,TV 2,44 x 120 mins,Children,TV Production
Bridges 96,"$500,000",Oct 1995,FLYING START,13 x 30 mins,Special Interest,TV Production,TV Production
Get Together 96,"$500,000",Oct 1995,ON AIR PRODUCTIONS,13 x 30 mins,Special Interest,TV Production,TV Production
Blood Additional,"$33,650",Oct 1995,JOHN SWIMMER/ARTS COUNCIL,Documentary,TV Production,,TV Production
A Summer Place,"$90,000",Oct 1995,Television New Zealand,1 x 60 mins,Documentary,TV Production,TV Production
Changing Habits,"$90,000",Oct 1995,AVALON STUDIOS,1 x 60 mins,Documentary,TV Production,TV Production
Country Calendar 1996,"$585,901",Oct 1995,AVALON STUDIOS,TV One,8 x 60 mins,Documentary,TV Production
For Queen Or Country?,"$200,000",Oct 1995,AVALON STUDIOS,1 x 120 mins,Documentary,TV Production,TV Production
Land Claim (To Matou Whenua),"$107,000",Oct 1995,Ninox Television,TV3,1 x 1 mins,Documentary,TV Production
Orchestral Manoeuvres,"$110,000",Oct 1995,C4 Productions,1 x 60 mins,Documentary,TV Production,TV Production
Out Of The Dark,"$120,000",Oct 1995,George Andrews Productions,1 x 60 mins,Documentary,TV Production,TV Production
Ten Guitars,"$128,950",Oct 1995,ZEE FILMS,1 x 60 mins,Documentary,TV Production,TV Production
Tough Going(Hillary Challenge),"$81,500",Oct 1995,CHANNEL VISION,1 x 60 mins,Documentary,TV Production,TV Production
Who Killed The Kiwi?,"$95,000",Oct 1995,Greenstone Pictures,TV3,1 x 60 mins,Documentary,TV Production
You Heard It Live,"$120,000",Oct 1995,Ninox Television,1 x 60 mins,Documentary,TV Production,TV Production
City Life Additional,"$135,000",Oct 1995,South Pacific Pictures,Drama,TV Production,,TV Production
Broken English Additional,"$47,000",Oct 1995,COMMUNICADO,Drama,TV Production,,TV Production
O Tamaiti,"$14,409",Oct 1995,PAEWAI PRODUCTIONS,1 x 30 mins,Drama,TV Production,TV Production
Skitz 3,"$3,230,000",Oct 1995,The Gibson Group,TV3,34 x 30 mins,Comedy,TV Production
Topless Women....pts 1 & 2,"$371,568",Oct 1995,Filmwork,TV3,41 x 4 mins,Drama,TV Production
Asia Dynamic 1996,"$920,000",Oct 1995,Asia Vision,TV One,40 x 30 mins,Special Interest,TV Production
Tagata Pasifika 1996,"$1,137,078",Oct 1995,TVNZ,TV One,38 x 30 mins,Special Interest,TV Production
Young Farmer Of The Year 1996,"$110,000",Oct 1995,AVALON STUDIOS,TV One,1 x 60 mins,Special Interest,TV Production
Protecting The Border,"$88,620",Oct 1995,NONA FILMS,TV3,1 x 60 mins,Documentary,TV Production
Transplant,"$85,990",Oct 1995,Frame Up Films,TV3,1 x 60 mins,Documentary,TV Production
Caring & Coping,"$64,460",Oct 1995,Top Shelf Productions,TV3,1 x 60 mins,Documentary,TV Production
Intercountry Adoption,"$85,968",Oct 1995,COMMUNICADO,TV3,1 x 60 mins,Documentary,TV Production
Christmas In Auckland,"$99,290",Oct 1995,Ninox Television,TV3,1 x 60 mins,Documentary,TV Production
Animal Rescue,"$79,502",Oct 1995,COMMUNICADO,TV3,1 x 60 mins,Documentary,TV Production
The Big Catch,"$86,700",Oct 1995,COMMUNICADO,TV3,1 x 60 mins,Documentary,TV Production
Flatmates,"$90,000",Oct 1995,Top Shelf Productions,TV3,1 x 60 mins,Documentary,TV Production
Inside The Carlton,"$86,850",Oct 1995,Ninox Television,TV3,1 x 60 mins,Documentary,TV Production
The Dark Forest,"$201,000",Oct 1995,TREVOR HAYSOM ENTERPRISES,TV One,1 x 60 mins,Documentary,TV Production
Trifecta,"$206,281",Oct 1995,Frame Up Films,TV One,1 x 60 mins,Drama,TV Production
Sina & Jim,"$195,900",Oct 1995,Frame Up Films,TV One,1 x 60 mins,Drama,TV Production
Swimming Lessons,"$217,280",Oct 1995,Top Shelf Productions,TV One,1 x 60 mins,Drama,TV Production
Plain Tastes,"$202,819",Oct 1995,Frame Up Films,TV One,1 x 60 mins,Drama,TV Production
Dead Certs,"$231,000",Oct 1995,Cinco Cine Film Productions,TV One,1 x 60 mins,Drama,TV Production
The Call Up,"$419,000",Oct 1995,JAMES WALLACE PRODUCTIONS,TV One,1 x 60 mins,Drama,TV Production
Forgotten Silver,"$322,824",Oct 1995,WINGNUT FILMS,TV One,1 x 60 mins,Drama,TV Production
Ice TV 95 Additional,"$176,796",Aug 1995,TVWorks,TV3,6 x 60 mins,Children,TV Production
You And Me 5,"$754,124",Aug 1995,KIDS TV,TV3,260 x 30 mins,Children,TV Production
Heartland 4,"$640,146",Aug 1995,ANSON GRIEVE,8 x 60 mins,Documentary,TV Production,TV Production
Jonah Lomu: Superstar,"$64,600",Aug 1995,Eyeworks Touchdown,1 x 60 mins,Documentary,TV Production,TV Production
Shelly Has A Baby,"$88,100",Aug 1995,COLLEEN HODGE PRODUCTIONS,1 x 60 mins,Documentary,TV Production,TV Production
The Trial - Calder,"$125,285",Aug 1995,Ninox Television,TV3,1 x 60 mins,Documentary,TV Production
Vj Day : NZ Remembers,"$100,000",Aug 1995,TVNZ,1 x 60 mins,Documentary,TV Production,TV Production
Women In Power 2,"$80,144",Aug 1995,Eyeworks Touchdown,1 x 60 mins,Documentary,TV Production,TV Production
Letter To Blanchy 2,"$1,375,000",Aug 1995,ISAMBARD PRODUCTIONS,11 x 30 mins,Comedy,TV Production,TV Production
Pulp Comedy 1,"$258,545",Aug 1995,STS Media,TV3,13 x 30 mins,Comedy,TV Production
Topp Twins 1,"$594,786",Aug 1995,OCEANIA/HENHOUSE PRODUCTIONS,TV3,6 x 30 mins,Comedy,TV Production
TV3 Sitcom Dev Add (Homeground),"$117,240",Aug 1995,MediaWorks TV,TV3,Comedy,TV Production,TV Production
Ethnic Cooking 3,"$221,000",Aug 1995,ISAMBARD PRODUCTIONS,13 x 30 mins,Special Interest,TV Production,TV Production
Australasian Dance Champs 95,"$39,116",Aug 1995,EUREKA PRODUCTIONS,11 x 60 mins,Arts/Culture,TV Production,TV Production
National Business Rev. Report 95,"$221,750",Aug 1995,HORIZON PACIFIC,26 x 30 mins,Special Interest,TV Production,TV Production
Family Life Part 3 - Inside NZ Series 4,"$86,030",Aug 1995,ZEE FILMS,TV3,1 x 60 mins,Documentary,TV Production
The Body Business,"$90,000",Aug 1995,TOUCHDOWN PRODUCTIONS,TV3,1 x 60 mins,Documentary,TV Production
The Hitchhiker 1,"$104,000",Aug 1995,SOUTH PACIFIC VIDEO PRODUCTION,TV3,1 x 60 mins,Documentary,TV Production
Starship,"$88,542",Aug 1995,NONA FILMS,TV3,1 x 60 mins,Documentary,TV Production
One Careful Lady Owner,"$90,000",Aug 1995,Greenstone TV,TV3,1 x 60 mins,Documentary,TV Production
Fame,"$90,000",Aug 1995,Top Shelf Productions,TV3,1 x 60 mins,Documentary,TV Production
Adrift 1,"$93,000",Aug 1995,Greenstone Pictures,TV3,1 x 60 mins,Documentary,TV Production
Baxter's New Zealand,"$180,000",Aug 1995,ANSON GRIEVE/OCEANIA PRODS,TV One,1 x 60 mins,Documentary,TV Production
Fetish,"$149,265",Aug 1995,Frame Up Films,TV One,1 x 60 mins,Documentary,TV Production
The Photographers,"$157,093",Aug 1995,TREVOR HAYSOM ENTERPRISE,TV One,1 x 60 mins,Documentary,TV Production
Talking Heads,"$149,124",Aug 1995,KOTUKU PRODUCTIONS,TV One,2 x 30 mins,Documentary,TV Production
Transformers,"$108,309",Aug 1995,Point Of View Productions,TV One,1 x 30 mins,Documentary,TV Production
Witi,"$142,959",Aug 1995,Seannachie Productions,TV One,1 x 60 mins,Documentary,TV Production
Frenzy 4,"$148,205",Jun 1995,MANIFESTO COMMUNICATIONS,TV3,13 x 30 mins,Arts/Culture,TV Production
Music & Entertainment Awards 96,"$174,686",Jun 1995,C4 Productions,TV3,1 x 120 mins,Arts/Culture,TV Production
Music Nation 2,"$127,646",Jun 1995,MAXWELL PRODUCTIONS,TV One,13 x 30 mins,Arts/Culture,TV Production
The Great NZ Honesty Showdown,"$153,833",Jun 1995,Seannachie Productions,TV3,1 x 120 mins,Arts/Culture,TV Production
Happy Birthday Sir Howard,"$200,000",Jun 1995,First Pictures,TV One,1 x 120 mins,Arts/Culture,TV Production
Hairy Maclary,"$996,250",Jun 1995,Shark Film Corporation,10 x 5 mins,Children,TV Production,TV Production
Oi 2 Additional,"$396,000",Jun 1995,JOHNSTON PRODUCTIONS,TV3,Children,TV Production,TV Production
Fiona Copland/culture Of Blood,"$50,000",Jun 1995,JOHN SWIMMER/ARTS COUNCIL,1 x 60 mins,Documentary,TV Production,TV Production
Assignment/mmp Issues,"$200,000",Jun 1995,Television New Zealand,Documentary,TV Production,,TV Production
Betrayal,"$60,000",Jun 1995,ACE OF HEARTS,1 x 90 mins,Documentary,TV Production,TV Production
Deep Blue,"$300,000",Jun 1995,NHNZ,6 x 30 mins,Documentary,TV Production,TV Production
Kiwiana,"$96,348",Jun 1995,Point Of View Productions,1 x 60 mins,Documentary,TV Production,TV Production
NZ And The United Nations,"$100,000",Jun 1995,ON AIR PRODUCTIONS,1 x 60 mins,Documentary,TV Production,TV Production
NZ Wearable Art 1995,"$120,000",Jun 1995,ANSON GRIEVE,1 x 60 mins,Documentary,TV Production,TV Production
Patrick And Paddy,"$85,480",Jun 1995,Ninox Television,1 x 60 mins,Documentary,TV Production,TV Production
Broken English,"$353,000",Jun 1995,COMMUNICADO,1 x 120 mins,Drama,TV Production,TV Production
Pete & Pio Additional,"$94,000",Jun 1995,ISAMBARD PRODUCTIONS,Comedy,TV Production,,TV Production
Mdc Maori Sports Awards 95,"$24,635",Jun 1995,TVNZ,1 x 60 mins,Special Interest,TV Production,TV Production
A Question Of Justice,"$152,072",Jun 1995,BRYAN BRUCE PRODUCTIONS,TV3,1 x 60 mins,Documentary,TV Production
In Search Of A Sale,"$89,960",Jun 1995,Ninox Television,TV3,1 x 60 mins,Documentary,TV Production
Punch Me In The Stomach,"$139,748",Jun 1995,ZEE FILMS,TV3,1 x 60 mins,Comedy,TV Production
Icon In B Minor,"$136,653",Jun 1995,TVNZ,TV One,1 x 60 mins,Documentary,TV Production
Hone Tuwhare,"$146,735",Jun 1995,Greenstone TV,TV One,1 x 60 mins,Documentary,TV Production
Prisoners Of Culture,"$135,940",Jun 1995,Ninox Television,TV One,1 x 60 mins,Documentary,TV Production
NZ Film & TV Awards 1995,"$200,000",Apr 1995,Television New Zealand,1 x 120 mins,Arts/Culture,TV Production,TV Production
The Star Factory,"$732,118",Apr 1995,STAR FACTORY PRODUCTIONS,TV3,13 x 30 mins,Arts/Culture,TV Production
Ancient Meetings,"$150,000",Apr 1995,Ninox Television,TV3,1 x 60 mins,Documentary,TV Production
Roaring Forties,"$100,000",Apr 1995,ANSON GRIEVE,1 x 60 mins,Documentary,TV Production,TV Production
Billy T James Special,"$45,000",Apr 1995,ISAMBARD PRODUCTIONS,1 x 60 mins,Drama,TV Production,TV Production
Comedy Central,"$1,938,308",Apr 1995,PHOENIX TELEVISION,TV3,26 x 30 mins,Drama,TV Production
Coverstory Extension,"$1,371,080",Apr 1995,The Gibson Group,TV3,4 x 60 mins,Drama,TV Production
Melody Rules 2,"$625,903",Apr 1995,TVWorks,TV3,14 x 30 mins,Comedy,TV Production
Pete & Pio Special,"$350,000",Apr 1995,ISAMBARD PRODUCTIONS,3 x 60 mins,Comedy,TV Production,TV Production
Tala Pasifika Additional,"$110,000",Apr 1995,He Taonga Films,Drama,TV Production,,TV Production
Minor Sports Series,"$105,500",Apr 1995,TVNZ,16 x 10 mins,Special Interest,TV Production,TV Production
Anatomy Of Defence,"$125,265",Apr 1995,Taylormade Media,TV3,1 x 60 mins,Documentary,TV Production
The Blitz,"$93,045",Apr 1995,Ninox Television,TV3,1 x 60 mins,Documentary,TV Production
Fostering Hope,"$89,990",Apr 1995,Frame Up Films,TV3,1 x 60 mins,Documentary,TV Production
The Dating Game,"$89,995",Apr 1995,Frame Up Films,TV3,1 x 60 mins,Documentary,TV Production
The Lost Ones,"$90,000",Apr 1995,ANSON GRIEVE,TV3,1 x 60 mins,Documentary,TV Production
Radicals - The Changing Face,"$89,985",Apr 1995,Te Reo Television,TV3,1 x 60 mins,Documentary,TV Production
Warship,"$90,000",Apr 1995,Ninox Television,TV3,1 x 60 mins,Documentary,TV Production
Sport For Money,"$69,800",Apr 1995,TONY PALMER,TV3,1 x 60 mins,Documentary,TV Production
A Caravan Called Home,"$83,440",Apr 1995,KIDS TV,TV3,1 x 60 mins,Documentary,TV Production
Earth Storms,"$149,106",Apr 1995,DIXON PRODUCTIONS,TV3,1 x 60 mins,Documentary,TV Production
Raising Other People's Kids,"$90,200",Apr 1995,ZEE FILMS,TV3,1 x 60 mins,Documentary,TV Production
Beyond The Rainbow,"$90,000",Apr 1995,MCDOUGALL CRAIG,TV3,1 x 60 mins,Documentary,TV Production
Aramoana,"$965,000",Apr 1995,CONDOR FILMS,TV3,1 x 120 mins,Drama,TV Production
Music Nation 1,"$105,200",Feb 1995,MAXWELL PRODUCTIONS,TV One,13 x 30 mins,Arts/Culture,TV Production
South Pacific Gospel,"$41,784",Feb 1995,BATTLE INVESTMENTS,1 x 60 mins,Arts/Culture,TV Production,TV Production
Bridges,"$390,000",Feb 1995,FLYING START,10 x 30 mins,Special Interest,TV Production,TV Production
Get Together 95,"$390,000",Feb 1995,ON AIR PRODUCTIONS,10 x 30 mins,Special Interest,TV Production,TV Production
Explorers Of The Underworld,"$100,000",Feb 1995,COMMUNICADO,TV3,1 x 60 mins,Documentary,TV Production
Families Additional,"$62,500",Feb 1995,Visual Appetite / Family Television Network,TV3,Documentary,TV Production,TV Production
NZ At War Additional,"$420,916",Feb 1995,COMMUNICADO,6 x 30 mins,Documentary,TV Production,TV Production
Passing On,"$81,800",Feb 1995,LIVE LINE VIDEO,1 x 60 mins,Documentary,TV Production,TV Production
Really Living Additional,"$112,885",Feb 1995,AVALON STUDIOS,5 x 30 mins,Documentary,TV Production,TV Production
Rubber Gloves Or Green Fingers,"$100,000",Feb 1995,SMALL WORLD PRODUCTIONS,1 x 60 mins,Documentary,TV Production,TV Production
Rugby,"$500,000",Feb 1995,George Andrews Productions,4 x 60 mins,Documentary,TV Production,TV Production
Southern Stars,"$100,000",Feb 1995,Frame Up Films,1 x 60 mins,Documentary,TV Production,TV Production
Summit Of Dreams,"$50,000",Feb 1995,ZEE FILMS,TV3,1 x 60 mins,Documentary,TV Production
The Mighty Moa,"$100,000",Feb 1995,Greenstone TV,1 x 60 mins,Documentary,TV Production,TV Production
The Trial,"$119,825",Feb 1995,Ninox Television,TV3,1 x 60 mins,Documentary,TV Production
The Way We Were 1,"$880,000",Feb 1995,COMMUNICADO,22 x 30 mins,Documentary,TV Production,TV Production
The Years Of Change,"$405,829",Feb 1995,IMAGES INK,4 x 60 mins,Documentary,TV Production,TV Production
Touch 'n Go,"$55,636",Feb 1995,TVNZ,1 x 60 mins,Documentary,TV Production,TV Production
Nurses,"$85,486",Feb 1995,Top Shelf Productions,TV3,1 x 60 mins,Documentary,TV Production
Behind The Blackboard,"$78,200",Feb 1995,ERIC DERKS,TV3,1 x 60 mins,Documentary,TV Production
Knights Of The Sky,"$90,934",Feb 1995,Attitude Pictures,TV3,1 x 60 mins,Documentary,TV Production
Born To Be Different,"$90,008",Feb 1995,COMMUNICADO,TV3,1 x 60 mins,Documentary,TV Production
Laugh Your Sox Off,"$121,688",Feb 1995,TVNZ,TV One,1 x 90 mins,Arts/Culture,TV Production
Ice TV 95,"$984,343",Dec 1994,TVWorks,TV3,30 x 60 mins,Children,TV Production
Against The Odds,"$756,872",Dec 1994,Greenstone Pictures,TV3,13 x 30 mins,Documentary,TV Production
Animals And Us 2,"$291,024",Dec 1994,COMMUNICADO,TV3,13 x 30 mins,Documentary,TV Production
Country Calendar 1995,"$103,777",Dec 1994,AVALON STUDIOS,TV One,11 x 30 mins,Documentary,TV Production
In Deep Water,"$100,000",Dec 1994,Frame Up Films,1 x 60 mins,Documentary,TV Production,TV Production
Made In New Zealand 2,"$135,000",Dec 1994,COMMUNICADO,12 x 60 mins,Documentary,TV Production,TV Production
Museum Project,"$210,000",Dec 1994,Gaylene Preston Productions,1 x 90 mins,Documentary,TV Production,TV Production
Reaching For The Stars,"$143,000",Dec 1994,Dexterity Productions,1 x 60 mins,Documentary,TV Production,TV Production
Southern Rose,"$100,000",Dec 1994,Frame Up Films,1 x 60 mins,Documentary,TV Production,TV Production
The Gliders,"$100,000",Dec 1994,TVNZ,1 x 60 mins,Documentary,TV Production,TV Production
You Must Be Joking!,"$90,050",Dec 1994,BRYAN BRUCE PRODUCTIONS,1 x 60 mins,Documentary,TV Production,TV Production
Pony 2 Additional,"$171,000",Dec 1994,PONY PRODUCTIONS,Drama,TV Production,,TV Production
Asia Dynamic 1995,"$912,000",Dec 1994,Television New Zealand,TV One,38 x 30 mins,Special Interest,TV Production
Tagata Pasifika 1995 Additional,"$209,317",Dec 1994,TVNZ,TV One,Special Interest,TV Production,TV Production
Agritech 2000 1995,"$363,388",Dec 1994,AVALON STUDIOS,20 x 30 mins,Special Interest,TV Production,TV Production
Parent Time 95,"$138,000",Dec 1994,KIDS TV,TV3,260 x 5 mins,Documentary,TV Production
Praise Be 1995,"$551,104",Dec 1994,TVNZ,TV One,45 x 30 mins,Special Interest,TV Production
Religious Specials 95,"$159,448",Dec 1994,TVNZ,3 x 60 mins,Special Interest,TV Production,TV Production
Young Farmer Of The Year 1995,"$100,000",Dec 1994,AVALON STUDIOS,TV One,1 x 60 mins,Special Interest,TV Production
The Peacekeepers Part 2,"$130,000",Dec 1994,Ninox Television,TV3,1 x 60 mins,Documentary,TV Production
On A Bicycle For Two,"$179,965",Dec 1994,Ninox Television,TV3,1 x 60 mins,Documentary,TV Production
Mix And Match,"$89,994",Dec 1994,COMMUNICADO,TV3,1 x 60 mins,Documentary,TV Production
Erebus - The Aftermath,"$97,001",Dec 1994,Frame Up Films,TV3,1 x 60 mins,Documentary,TV Production
Kirsa - A Mother's Story,"$90,000",Dec 1994,ROBYN SCOTT-VINCENT,TV3,1 x 60 mins,Documentary,TV Production
Putting Right The Wrong,"$90,040",Dec 1994,ZEE FILMS,TV3,1 x 60 mins,Documentary,TV Production
A Corker Of A Year,"$92,127",Oct 1994,The Gibson Group,TV One,2 x 60 mins,Arts/Culture,TV Production
Christmas In The Park 1994,"$68,899",Oct 1994,Television New Zealand,TV One,1 x 120 mins,Arts/Culture,TV Production
Dave Dobbyn Unplugged,"$99,937",Oct 1994,STRATFORD PRODUCTIONS,1 x 60 mins,Arts/Culture,TV Production,TV Production
Sunday 1995,"$1,600,000",Oct 1994,The Gibson Group,TV3,35 x 60 mins,Arts/Culture,TV Production
Carmen Sandiego,"$876,590",Oct 1994,Television New Zealand,65 x 30 mins,Children,TV Production,TV Production
Correspondence School Breakup 1994,"$40,031",Oct 1994,Television New Zealand,1 x 60 mins,Children,TV Production,TV Production
Mel's Amazing Movies 2,"$523,919",Oct 1994,Television New Zealand,13 x 12 mins,Children,TV Production,TV Production
Smokefree Stage Challenge 1995,"$195,673",Oct 1994,Television New Zealand,TV 2,1 x 60 mins,Children,TV Production
Son Of A Gunn 95,"$600,000",Oct 1994,Television New Zealand,222 x 30 mins,Children,TV Production,TV Production
Straight Up,"$95,253",Oct 1994,KIDS TV,TV3,1 x 60 mins,Children,TV Production
Tiki Tiki Forest Gang 1995,"$1,187,098",Oct 1994,Taylormade Media,TV3,52 x 30 mins,Children,TV Production
What Now 1995,"$1,570,935",Oct 1994,TVNZ,TV 2,44 x 180 mins,Children,TV Production
You And Me 4,"$1,147,320",Oct 1994,KIDS TV,TV3,260 x 30 mins,Children,TV Production
All They Need Is Love,"$200,000",Oct 1994,COMMUNICADO,2 x 60 mins,Documentary,TV Production,TV Production
Bandits Of The Beech Forest,"$100,000",Oct 1994,NHNZ,1 x 60 mins,Documentary,TV Production,TV Production
Once We're Warriors,"$95,000",Oct 1994,CHAS TOOGOOD,1 x 60 mins,Documentary,TV Production,TV Production
Quantum 2,"$342,139",Oct 1994,PRO TELEVISION,24 x 30 mins,Documentary,TV Production,TV Production
Rolling Stones - NZ Symphony,"$36,000",Oct 1994,LIBBY YOUNG,TV3,1 x 60 mins,Documentary,TV Production
Sheepish,"$85,000",Oct 1994,Greenstone Pictures,1 x 60 mins,Documentary,TV Production,TV Production
The Tragic Roundabout,"$98,898",Oct 1994,AVALON STUDIOS,1 x 60 mins,Documentary,TV Production,TV Production
Shortland Street 4,"$1,138,800",Oct 1994,South Pacific Pictures,250 x 30 mins,Drama,TV Production,TV Production
Skitz 2,"$2,420,000",Oct 1994,The Gibson Group,TV3,26 x 30 mins,Comedy,TV Production
Ethnic Cooking 2,"$221,000",Oct 1994,ISAMBARD PRODUCTIONS,13 x 30 mins,Special Interest,TV Production,TV Production
Pacific Cup 94,"$66,485",Oct 1994,TVNZ,1 x 120 mins,Special Interest,TV Production,TV Production
Tagata Pasifika 1995,"$927,761",Oct 1994,TVNZ,TV One,38 x 30 mins,Special Interest,TV Production
Marae 95,"$805,000",Oct 1994,TVNZ,32 x 60 mins,Special Interest,TV Production,TV Production
Te Karere 95,"$1,120,000",Oct 1994,TVNZ,230 x 10 mins,Special Interest,TV Production,TV Production
Waka Huia 95,"$375,000",Oct 1994,TVNZ,30 x 60 mins,Special Interest,TV Production,TV Production
Gimme Shelter,"$90,300",Oct 1994,ZEE FILMS,TV3,1 x 60 mins,Documentary,TV Production
Jost What The Doctor Ordered,"$90,300",Oct 1994,JOHN HARRIS,TV3,1 x 60 mins,Documentary,TV Production
Poisoning Of NZ,"$92,098",Oct 1994,Ninox Television,TV3,1 x 60 mins,Documentary,TV Production
The Peacekeepers Part I,"$100,000",Oct 1994,Ninox Television,TV3,1 x 60 mins,Documentary,TV Production
Frenzy 3,"$296,410",Aug 1994,MANIFESTO COMMUNICATIONS,TV3,26 x 30 mins,Arts/Culture,TV Production
Young Musicians Competition 1995,"$128,337",Aug 1994,C4 Productions,TV One,2 x 60 mins,Arts/Culture,TV Production
Fifty Years Of The Bomb,"$135,000",Aug 1994,George Andrews Productions,1 x 60 mins,Documentary,TV Production,TV Production
Heartland 3,"$1,066,910",Aug 1994,ANSON GRIEVE,12 x 60 mins,Documentary,TV Production,TV Production
Heroes 4,"$528,924",Aug 1994,COMMUNICADO,13 x 30 mins,Documentary,TV Production,TV Production
I'm Taking Nana Home,"$113,500",Aug 1994,LA HOOD PRODUCTIONS,1 x 60 mins,Documentary,TV Production,TV Production
Mount Cook,"$150,000",Aug 1994,NHNZ,1 x 60 mins,Documentary,TV Production,TV Production
Not Just A Domestic - Update,"$84,973",Aug 1994,COMMUNICADO,1 x 60 mins,Documentary,TV Production,TV Production
Pacrim Series,"$100,000",Aug 1994,Television New Zealand,4 x 10 mins,Documentary,TV Production,TV Production
The Century Of Cinema,"$100,000",Aug 1994,Top Shelf Productions,TV3,1 x 60 mins,Documentary,TV Production
The Invaders 1 & 2,"$137,529",Aug 1994,WILD BLUE YONDER,TV3,2 x 60 mins,Documentary,TV Production
Whales & Dolphins Of Aotearoa,"$108,386",Aug 1994,WILD BLUE YONDER,TV3,1 x 60 mins,Documentary,TV Production
Pete & Pio,"$600,000",Aug 1994,ISAMBARD PRODUCTIONS,8 x 30 mins,Comedy,TV Production,TV Production
Tala Pasifika,"$360,000",Aug 1994,He Taonga Films,6 x 10 mins,Drama,TV Production,TV Production
That Comedy Show Additional (Eps 21-26),"$409,875",Aug 1994,ISAMBARD PRODUCTIONS,TV3,6 x 30 mins,Comedy,TV Production
Rescue South Pacific,"$140,729",Aug 1994,Ninox Television,TV3,1 x 60 mins,Documentary,TV Production
Dreamers & Schemers,"$90,083",Aug 1994,VINCENT BURKE,TV3,1 x 60 mins,Documentary,TV Production
Obsessions,"$90,100",Aug 1994,WIRELESS RECORDING,TV3,1 x 60 mins,Documentary,TV Production
Who's Asleep,"$90,128",Aug 1994,Frame Up Films,TV3,1 x 60 mins,Documentary,TV Production
Open Adoption,"$89,994",Aug 1994,JANICE FINN ETC,TV3,1 x 60 mins,Documentary,TV Production
The Coach,"$86,062",Aug 1994,BRYAN BRUCE PRODUCTIONS,TV3,1 x 60 mins,Documentary,TV Production
Serious Fraud,"$89,981",Aug 1994,BRYAN BRUCE PRODUCTIONS,TV3,1 x 60 mins,Documentary,TV Production
How They Put Themselves On The Map,"$90,040",Aug 1994,Point Of View Productions,TV3,1 x 60 mins,Documentary,TV Production
Enough To Make You Sick,"$78,950",Aug 1994,SKYLINE VIDEO PRODUCTIONS,TV3,1 x 60 mins,Documentary,TV Production
Face Value,"$193,119",Aug 1994,AVALON STUDIOS,TV One,1 x 60 mins,Documentary,TV Production
Entertainer Of The Year 94,"$174,686",Jun 1994,C4 Productions,TV3,1 x 90 mins,Arts/Culture,TV Production
Music Video Awards 94,"$89,577",Jun 1994,GREAT PACIFIC,1 x 60 mins,Arts/Culture,TV Production,TV Production
Mel's Amazing Movies 1 Additionl,"$35,000",Jun 1994,Television New Zealand,Children,TV Production,,TV Production
Oi Series 2,"$396,000",Jun 1994,JOHNSTON PRODUCTIONS,TV3,13 x 30 mins,Children,TV Production
Oscar And Friends,"$1,325,690",Jun 1994,GNOME PRODUCTIONS,TV3,26 x 5 mins,Children,TV Production
The Posey Narkers,"$372,000",Jun 1994,TVNZ,50 x 10 mins,Children,TV Production,TV Production
The Trivia Company,"$440,000",Jun 1994,JOHNSTON PRODUCTIONS,TV3,13 x 30 mins,Children,TV Production
An Immigrant Nation Ep5,"$95,030",Jun 1994,Bates Productions,Documentary,TV Production,,TV Production
Families,"$325,000",Jun 1994,Visual Appetite / Family Television Network,TV3,13 x 30 mins,Documentary,TV Production
Police Dogs,"$85,000",Jun 1994,Dexterity Productions,1 x 60 mins,Documentary,TV Production,TV Production
Serious Road Trip,"$73,250",Jun 1994,TRISHA STRATFORD,1 x 60 mins,Documentary,TV Production,TV Production
The Art Collectors,"$89,221",Jun 1994,Point Of View Productions,1 x 60 mins,Documentary,TV Production,TV Production
The Great NZ Family Showdown,"$150,989",Jun 1994,Seannachie Productions,TV3,1 x 120 mins,Documentary,TV Production
The New Zealand Wars,"$1,246,891",Jun 1994,Landmark Productions,5 x 60 mins,Documentary,TV Production,TV Production
War Stories/tui,"$155,000",Jun 1994,Gaylene Preston Productions,TV3,2 x 60 mins,Documentary,TV Production
